id,release_date,title,production_budget,domestic_gross_x,worldwide_gross,studio,foreign_gross
68,2008-12-12,"Che, Part 1: The Argentine",58000000.0,1802521.0,31627370.0,,29824849.0
69,2008-05-30,Sex and the City,57500000.0,152647258.0,415247258.0,,262600000.0
70,2010-09-10,Resident Evil: Afterlife,57500000.0,60128566.0,295874190.0,SGem,235745624.0
71,2012-06-15,That's My Boy,57500000.0,36931089.0,58085235.0,Sony,21154146.0
72,1997-10-17,Devil's Advocate,57000000.0,61007424.0,153007424.0,,92000000.0
73,2012-02-17,Ghost Rider: Spirit of Vengeance,57000000.0,51774002.0,149217355.0,Sony,97443353.0
74,1996-05-31,Dragonheart,57000000.0,51364680.0,104364680.0,,53000000.0
75,2004-11-12,After the Sunset,57000000.0,28328132.0,38329114.0,,10000982.0
76,2001-08-17,Captain Corelli's Mandolin,57000000.0,25528495.0,62097495.0,,36569000.0
77,2014-12-25,Into the Woods,56200000.0,128002372.0,213116401.0,BV,85114029.0
78,2003-04-11,Anger Management,56000000.0,135560942.0,195660942.0,,60100000.0
79,2005-03-04,The Pacifier,56000000.0,113006880.0,198006880.0,,85000000.0
80,2004-04-02,Walking Tall,56000000.0,46213824.0,47313824.0,,1100000.0
81,2016-01-22,Zhuo yao ji,56000000.0,32766.0,359495591.0,,359462825.0
82,1994-07-06,Forrest Gump,55000000.0,330151138.0,679850637.0,,349699499.0
83,2007-12-14,Alvin and the Chipmunks,55000000.0,217326974.0,362605033.0,,145278059.0
84,2018-11-02,Bohemian Rhapsody,55000000.0,216303339.0,894985342.0,Fox,678682003.0
85,2005-02-11,Hitch,55000000.0,177784257.0,366784257.0,,189000000.0
86,2000-10-06,Meet the Parents,55000000.0,166225040.0,330425040.0,,164200000.0
87,2006-12-15,The Pursuit of Happyness,55000000.0,162586036.0,307311093.0,,144725057.0
88,1995-06-10,Pocahontas,55000000.0,141579773.0,347100000.0,,205520227.0
89,1978-12-15,Superman,55000000.0,134218018.0,300200000.0,,165981982.0
90,1996-06-28,The Nutty Professor,55000000.0,128814019.0,273814019.0,,145000000.0
91,2017-02-10,Fifty Shades Darker,55000000.0,114434010.0,381398492.0,Uni.,266964482.0
92,2013-10-11,Captain Phillips,55000000.0,107136417.0,220648184.0,Sony,113511767.0
93,1997-07-16,George Of The Jungle,55000000.0,105263257.0,174463257.0,,69200000.0
94,2003-08-01,American Wedding,55000000.0,104354205.0,126425115.0,,22070910.0
95,2017-11-10,Murder on the Orient Express,55000000.0,102826543.0,345922730.0,,243096187.0
96,2014-09-26,The Equalizer,55000000.0,101530738.0,192903624.0,Sony,91372886.0
97,2018-02-09,Fifty Shades Freed,55000000.0,100407760.0,371350619.0,Uni.,270942859.0
98,1995-05-26,Casper,55000000.0,100328194.0,282300000.0,,181971806.0
99,2010-04-09,Date Night,55000000.0,98711404.0,152269033.0,Fox,53557629.0
100,2002-12-13,Maid in Manhattan,55000000.0,93932896.0,163838217.0,,69905321.0
1,1995-05-12,Crimson Tide,55000000.0,91387195.0,159387195.0,,68000000.0
2,2005-09-23,Flightplan,55000000.0,89706988.0,214392904.0,,124685916.0
3,1994-12-09,Disclosure,55000000.0,83015089.0,212200000.0,,129184911.0
4,1998-04-10,City of Angels,55000000.0,78750909.0,198750909.0,,120000000.0
5,2015-01-16,Paddington,55000000.0,76223578.0,258789097.0,W/Dim.,182565519.0
6,2006-04-28,R.V.,55000000.0,71724497.0,87473024.0,,15748527.0
7,1994-10-28,Stargate,55000000.0,71565669.0,196565669.0,,125000000.0
8,2003-10-10,Kill Bill: Volume 1,55000000.0,70098138.0,176469428.0,,106371290.0
9,2011-06-17,Mr. Poppers's Penguins,55000000.0,68224452.0,189624452.0,,121400000.0
10,1999-08-13,Bowfinger,55000000.0,66458769.0,98699769.0,,32241000.0
11,2004-04-16,Kill Bill: Volume 2,55000000.0,66207920.0,153535982.0,,87328062.0
12,1989-12-22,Tango & Cash,55000000.0,63408614.0,63408614.0,,0.0
13,1992-07-31,Death Becomes Her,55000000.0,58422650.0,149022650.0,,90600000.0
14,2000-05-26,Shanghai Noon,55000000.0,56932305.0,71189835.0,,14257530.0
15,1996-03-15,Executive Decision,55000000.0,56679192.0,122079192.0,,65400000.0
16,2013-11-01,Free Birds,55000000.0,55750480.0,110387072.0,Rela.,54636592.0
17,1992-05-22,Alien 3,55000000.0,54927174.0,158500000.0,,103572826.0
18,2008-04-18,The Forbidden Kingdom,55000000.0,52075270.0,129075270.0,,77000000.0
19,2004-12-22,The Phantom of the Opera,55000000.0,51225796.0,153770052.0,,102544256.0
20,2014-03-21,Muppets Most Wanted,55000000.0,51178893.0,79312301.0,BV,28133408.0
21,1996-12-25,Evita,55000000.0,50047179.0,151947179.0,,101900000.0
22,2016-08-19,Kubo and the Two Strings,55000000.0,48023088.0,77548122.0,Focus,29525034.0
23,1998-09-25,Ronin,55000000.0,41610884.0,70692101.0,,29081217.0
24,2010-11-24,Burlesque,55000000.0,39440655.0,90552675.0,SGem,51112020.0
25,1996-10-11,The Ghost and the Darkness,55000000.0,38564422.0,38564422.0,,0.0
26,2008-10-24,Changeling,55000000.0,35739802.0,113805580.0,,78065778.0
27,2012-07-27,The Watch,55000000.0,34353000.0,67130045.0,Fox,32777045.0
28,2003-03-14,The Hunted,55000000.0,34234008.0,47213095.0,,12979087.0
29,1999-06-04,Instinct,55000000.0,34105207.0,34105207.0,,0.0
30,2003-12-12,Stuck On You,55000000.0,33832741.0,63537164.0,,29704423.0
31,2008-02-29,Semi-Pro,55000000.0,33479698.0,43980363.0,,10500665.0
32,2018-02-23,Annihilation,55000000.0,32732301.0,43070915.0,,10338614.0
33,2015-10-16,Crimson Peak,55000000.0,31090320.0,74966854.0,Uni.,43876534.0
34,2012-04-27,The Pirates! Band of Misfits,55000000.0,31051126.0,136143605.0,Sony,105092479.0
35,2005-12-02,Aeon Flux,55000000.0,25857987.0,53913573.0,,28055586.0
36,1996-08-02,Chain Reaction,55000000.0,21226204.0,60209334.0,,38983130.0
37,1996-08-16,The Fan,55000000.0,18582965.0,18582965.0,,0.0
38,2007-10-12,Elizabeth: The Golden Age,55000000.0,16285240.0,74870866.0,,58585626.0
39,2009-06-12,Imagine That,55000000.0,16222392.0,22438144.0,,6215752.0
40,2003-02-21,Gods and Generals,55000000.0,12882934.0,12923936.0,,41002.0
41,1997-01-10,Turbulence,55000000.0,11532774.0,11532774.0,,0.0
42,2013-02-01,Bullet to the Head,55000000.0,9489829.0,22597969.0,WB,13108140.0
43,2006-09-22,All the King's Men,55000000.0,7221458.0,9521458.0,,2300000.0
44,2004-07-30,Thunderbirds,55000000.0,6768055.0,28231444.0,,21463389.0
45,2004-11-26,Un long dimanche de fianÃ§ailles,55000000.0,6167817.0,69759296.0,,63591479.0
46,2007-05-04,Lucky You,55000000.0,5755286.0,6521829.0,,766543.0
47,1998-07-22,Lolita,55000000.0,1147784.0,1147784.0,,0.0
48,2002-09-20,Eye See You,55000000.0,79161.0,1807990.0,,1728829.0
49,1981-06-19,Superman II,54000000.0,108185706.0,108185706.0,,0.0
50,2002-03-22,Blade 2,54000000.0,81676888.0,154338601.0,,72661713.0
51,2006-07-14,"You, Me and Dupree",54000000.0,75802010.0,130402010.0,,54600000.0
52,2008-12-19,Seven Pounds,54000000.0,69951824.0,166617328.0,,96665504.0
53,1990-12-25,The Godfather: Part III,54000000.0,66520529.0,66520529.0,,0.0
54,2005-10-14,Elizabethtown,54000000.0,26850426.0,50719373.0,,23868947.0
55,2003-08-01,Gigli,54000000.0,6087542.0,7126002.0,,1038460.0
56,2000-06-16,Shaft,53012938.0,70327868.0,107190108.0,,36862240.0
57,2005-08-05,The Dukes of Hazzard,53000000.0,80270227.0,109848461.0,,29578234.0
58,2009-10-16,Law Abiding Citizen,53000000.0,73357727.0,131159781.0,,57802054.0
59,2015-09-18,Black Mass,53000000.0,62575678.0,98837872.0,WB,36262194.0
60,1997-11-14,Anastasia,53000000.0,58403409.0,139801096.0,,81397687.0
61,2001-05-18,Moulin Rouge,53000000.0,57386369.0,179200588.0,,121814219.0
62,2001-11-02,Domestic Disturbance,53000000.0,45207112.0,54207112.0,,9000000.0
63,2006-10-20,Flags of Our Fathers,53000000.0,33602376.0,63657941.0,,30055565.0
64,2007-04-06,Grindhouse,53000000.0,25031037.0,50187789.0,,25156752.0
65,1998-10-16,Beloved,53000000.0,22852487.0,22852487.0,,0.0
66,2012-12-19,Zero Dark Thirty,52500000.0,95720716.0,134612435.0,Sony,38891719.0
67,2002-12-25,Catch Me if You Can,52000000.0,164606800.0,355612291.0,,191005491.0
68,2008-07-18,Mamma Mia!,52000000.0,144130063.0,615748772.0,,471618709.0
69,2006-06-02,The Break-Up,52000000.0,118703275.0,205727307.0,,87024032.0
70,2010-02-12,Valentine's Day,52000000.0,110485654.0,217569328.0,WB (NL),107083674.0
71,1995-11-22,Casino,52000000.0,42438300.0,110400000.0,,67961700.0
72,2011-08-05,The Change-Up,52000000.0,37243418.0,75997067.0,Uni.,38753649.0
73,1998-12-23,The Thin Red Line,52000000.0,36400491.0,97709034.0,,61308543.0
74,1999-12-22,Man on the Moon,52000000.0,34580635.0,47407635.0,,12827000.0
75,2010-02-05,From Paris With Love,52000000.0,24077427.0,53139168.0,,29061741.0
76,2003-04-16,Bulletproof Monk,52000000.0,23010607.0,23010607.0,,0.0
77,2000-06-23,"Me, Myself & Irene",51000000.0,90570999.0,149270999.0,,58700000.0
78,2006-08-04,Barnyard: The Original Party Animals,51000000.0,72779000.0,118583844.0,,45804844.0
79,2018-08-17,Alpha,51000000.0,35851379.0,99624873.0,Studio 8,63773494.0
80,2006-11-22,Deck the Halls,51000000.0,35093569.0,46815807.0,,11722238.0
81,2011-03-04,The Adjustment Bureau,50200000.0,62495645.0,126931325.0,Uni.,64435680.0
82,2009-11-20,The Twilight Saga: New Moon,50000000.0,296623634.0,687557727.0,,390934093.0
83,2001-05-18,Shrek,50000000.0,267655011.0,491812794.0,,224157783.0
84,2012-06-29,Ted,50000000.0,218665740.0,556016627.0,Uni.,337350887.0
85,2014-06-13,22 Jump Street,50000000.0,191719337.0,331333876.0,Sony,139614539.0
86,1991-06-14,Robin Hood: Prince of Thieves,50000000.0,165493908.0,390500000.0,,225006092.0
87,1996-12-13,Jerry Maguire,50000000.0,153952592.0,274000000.0,,120047408.0
88,2015-12-25,Daddyâs Home,50000000.0,150357137.0,242757137.0,,92400000.0
89,1997-12-24,As Good as it Gets,50000000.0,148478011.0,314111923.0,,165633912.0
90,1998-12-25,Patch Adams,50000000.0,135014968.0,202173000.0,,67158032.0
91,2016-06-17,Central Intelligence,50000000.0,127440871.0,217194805.0,WB (NL),89753934.0
92,2013-12-18,Anchorman 2: The Legend Continues,50000000.0,127352707.0,172185754.0,Par.,44833047.0
93,2011-06-10,Super 8,50000000.0,127004179.0,257972745.0,Par.,130968566.0
94,2002-06-28,Mr. Deeds,50000000.0,126293452.0,171269535.0,,44976083.0
95,2000-03-17,Erin Brockovich,50000000.0,125548685.0,257805243.0,,132256558.0
96,2018-11-21,Creed II,50000000.0,115715889.0,213591522.0,MGM,97875633.0
97,2018-02-09,Peter Rabbit,50000000.0,115234093.0,347136477.0,Sony,231902384.0
98,2003-02-07,How to Lose a Guy in 10 Days,50000000.0,105807520.0,178890782.0,,73083262.0
99,1994-11-11,Interview with the Vampire: The Vampire Chronicles,50000000.0,105264608.0,223564608.0,,118300000.0
100,2018-12-14,The Mule,50000000.0,103804407.0,170857676.0,WB,67053269.0
1,2008-12-19,Yes Man,50000000.0,97690976.0,225990976.0,,128300000.0
2,2014-02-28,Non-Stop,50000000.0,91742160.0,222383055.0,Uni.,130640895.0
3,1998-12-25,Stepmom,50000000.0,91137662.0,159745279.0,,68607617.0
4,2013-08-09,Disney Planes,50000000.0,90282580.0,238059569.0,,147776989.0
5,2006-03-10,Failure to Launch,50000000.0,88715192.0,128402901.0,,39687709.0
6,2006-03-24,Inside Man,50000000.0,88634237.0,185798265.0,,97164028.0
7,2017-07-28,The Emoji Movie,50000000.0,86089513.0,216562312.0,Sony,130472799.0
8,2011-07-29,"Crazy, Stupid, Love",50000000.0,84351197.0,147142328.0,,62791131.0
9,2017-12-22,The Post,50000000.0,81903458.0,179748880.0,Fox,97845422.0
10,1999-02-05,Payback,50000000.0,81526121.0,161626121.0,,80100000.0
11,1995-06-09,Congo,50000000.0,81022333.0,152022333.0,,71000000.0
12,2009-03-20,Knowing,50000000.0,79957634.0,186450317.0,,106492683.0
13,2005-03-18,The Ring Two,50000000.0,75941727.0,161941727.0,,86000000.0
14,2011-12-23,We Bought a Zoo,50000000.0,75624550.0,118729073.0,Fox,43104523.0
15,2011-09-23,Moneyball,50000000.0,75605492.0,111300835.0,Sony,35695343.0
16,2004-06-11,Garfield: The Movie,50000000.0,75367693.0,208094550.0,,132726857.0
17,2004-11-24,Christmas with the Kranks,50000000.0,73701902.0,96469187.0,,22767285.0
18,2006-03-17,V for Vendetta,50000000.0,70511035.0,130214162.0,,59703127.0
19,1995-03-10,Outbreak,50000000.0,67823573.0,190023573.0,,122200000.0
20,2009-03-13,Race to Witch Mountain,50000000.0,67172595.0,105103784.0,,37931189.0
21,2004-09-24,The Forgotten,50000000.0,66711892.0,117211892.0,,50500000.0
22,2005-06-22,Herbie: Fully Loaded,50000000.0,66010682.0,144110682.0,,78100000.0
23,2003-02-07,Shanghai Knights,50000000.0,60470220.0,88316835.0,,27846615.0
24,2014-07-18,Planes: Fire and Rescue,50000000.0,59157732.0,156399644.0,,97241912.0
25,2006-02-10,Curious George,50000000.0,58640119.0,71052604.0,,12412485.0
26,2012-04-06,American Reunion,50000000.0,56758835.0,236799211.0,Uni.,180040376.0
27,2013-01-25,Hansel & Gretel: Witch Hunters,50000000.0,55703475.0,214949716.0,,159246241.0
28,2011-02-18,I am Number Four,50000000.0,55100437.0,146195159.0,,91094722.0
29,2001-09-28,Donât Say a Word,50000000.0,54997476.0,104488383.0,,49490907.0
30,2016-01-15,13 Hours: The Secret Soldiers of Benghazi,50000000.0,52853219.0,69411370.0,Par.,16558151.0
31,2002-05-08,Unfaithful,50000000.0,52752475.0,119114494.0,,66362019.0
32,2017-09-29,American Made,50000000.0,51342000.0,135569212.0,Uni.,84227212.0
33,2005-11-23,Syriana,50000000.0,50824620.0,92690959.0,,41866339.0
34,2004-09-10,Resident Evil: Apocalypse,50000000.0,50740078.0,125168734.0,,74428656.0
35,2014-10-17,The Book of Life,50000000.0,50151543.0,97651543.0,,47500000.0
36,1997-02-14,Absolute Power,50000000.0,50068310.0,50068310.0,,0.0
37,2006-02-10,Firewall,50000000.0,48751189.0,82751189.0,,34000000.0
38,1997-09-12,The Game,50000000.0,48265581.0,80369970.0,,32104389.0
39,1997-08-22,G.I. Jane,50000000.0,48169156.0,48169156.0,,0.0
40,2014-08-08,Into the Storm,50000000.0,47602194.0,150429371.0,,102827177.0
41,2014-10-10,The Judge,50000000.0,47119388.0,76119388.0,WB,29000000.0
42,2006-04-21,Silent Hill,50000000.0,46982632.0,94704227.0,,47721595.0
43,2000-08-11,The Replacements,50000000.0,44737059.0,50054511.0,,5317452.0
44,1998-07-29,The Negotiator,50000000.0,44705766.0,49105766.0,,4400000.0
45,2016-08-19,War Dogs,50000000.0,43034523.0,86234503.0,WB,43199980.0
46,1994-05-25,Beverly Hills Cop III,50000000.0,42586861.0,119180938.0,,76594077.0
47,1990-06-15,Gremlins 2: The New Batch,50000000.0,41476097.0,41476097.0,,0.0
48,1997-09-26,The Peacemaker,50000000.0,41263140.0,62967368.0,,21704228.0
49,2003-10-03,Out of Time,50000000.0,41083108.0,55489826.0,,14406718.0
50,2004-11-12,Bridget Jones: The Edge Of Reason,50000000.0,40203020.0,263894551.0,,223691531.0
51,2000-02-11,The Beach,50000000.0,39778599.0,39778599.0,,0.0
52,2005-06-10,The Adventures of Sharkboy and Lavagirl in 3-D,50000000.0,39177684.0,69425966.0,,30248282.0
53,1994-02-18,On Deadly Ground,50000000.0,38590458.0,38590458.0,,0.0
54,2009-11-25,Ninja Assassin,50000000.0,38122883.0,62209892.0,,24087009.0
55,2004-05-28,Raising Helen,50000000.0,37485528.0,49928680.0,,12443152.0
56,2016-05-20,The Nice Guys,50000000.0,36261763.0,59596747.0,WB,23334984.0
57,1999-09-17,For Love of the Game,50000000.0,35188640.0,46112640.0,,10924000.0
58,1998-12-11,Jack Frost,50000000.0,34645374.0,34645374.0,,0.0
59,2010-06-04,Marmaduke,50000000.0,33644788.0,89895930.0,Fox,56251142.0
60,1996-06-28,Striptease,50000000.0,33109743.0,113309743.0,,80200000.0
61,2010-10-15,Hereafter,50000000.0,32746941.0,108660270.0,WB,75913329.0
62,2002-04-19,Murder by Numbers,50000000.0,31874869.0,56643267.0,,24768398.0
63,1995-10-06,Assassins,50000000.0,30306268.0,83306268.0,,53000000.0
64,2016-02-12,Zoolander 2,50000000.0,28848693.0,55348693.0,Par.,26500000.0
65,2009-01-16,Defiance,50000000.0,28644813.0,52987754.0,,24342941.0
66,2007-02-09,Hannibal Rising,50000000.0,27669725.0,80583311.0,,52913586.0
67,1999-10-15,The Story of Us,50000000.0,27100030.0,27100030.0,,0.0
68,2013-03-29,The Host,50000000.0,26623701.0,64477051.0,,37853350.0
69,2003-03-28,Basic,50000000.0,26599248.0,42598498.0,,15999250.0
70,2015-03-13,Run All Night,50000000.0,26461644.0,66961644.0,WB,40500000.0
71,2002-08-09,Blood Work,50000000.0,26199517.0,26199517.0,,0.0
72,2009-02-13,The International,50000000.0,25450527.0,53850527.0,,28400000.0
73,1996-08-09,Escape from L.A.,50000000.0,25426861.0,25426861.0,,0.0
74,2004-02-27,Twisted,50000000.0,25195050.0,40119848.0,,14924798.0
75,2004-12-10,The Life Aquatic with Steve Zissou,50000000.0,24006726.0,34806726.0,,10800000.0
76,1999-08-04,The Iron Giant,50000000.0,23159305.0,31333917.0,,8174612.0
77,2019-04-12,Hellboy,50000000.0,21903748.0,40725492.0,,18821744.0
78,2011-04-08,Your Highness,50000000.0,21596445.0,26121638.0,Uni.,4525193.0
79,2016-09-16,Snowden,50000000.0,21587519.0,35380918.0,ORF,13793399.0
80,2011-09-30,Dream House,50000000.0,21302340.0,41642166.0,Uni.,20339826.0
81,2016-06-24,Free State of Jones,50000000.0,20810036.0,23237252.0,STX,2427216.0
82,2009-09-04,Gamer,50000000.0,20534907.0,42002029.0,,21467122.0
83,2005-02-25,Man of the House,50000000.0,19699706.0,22099706.0,,2400000.0
84,2003-02-21,The Life of David Gale,50000000.0,19694635.0,28920188.0,,9225553.0
85,2013-02-14,Beautiful Creatures,50000000.0,19452138.0,60282876.0,,40830738.0
86,2005-09-30,Into the Blue,50000000.0,18782227.0,41982227.0,,23200000.0
87,2007-09-14,Eastern Promises,50000000.0,17181265.0,56077088.0,,38895823.0
88,1994-07-01,Baby's Day Out,50000000.0,16581575.0,16581575.0,,0.0
89,1999-11-12,The Messenger: The Story of Joan of Arc,50000000.0,14271297.0,14271297.0,,0.0
90,1995-11-03,Fair Game,50000000.0,11497497.0,26097497.0,,14600000.0
91,2011-02-25,Drive Angry,50000000.0,10721033.0,41042583.0,Sum.,30321550.0
92,1997-11-07,Mad City,50000000.0,10561038.0,10561038.0,,0.0
93,1995-10-13,The Scarlet Letter,50000000.0,10359006.0,10359006.0,,0.0
94,2005-10-14,Domino,50000000.0,10169202.0,23574057.0,,13404855.0
95,1995-10-13,Jade,50000000.0,9812870.0,9812870.0,,0.0
96,2009-02-27,Street Fighter: The Legend of Chun-Li,50000000.0,8742261.0,12660287.0,,3918026.0
97,2002-03-29,Death to Smoochy,50000000.0,8355815.0,8374062.0,,18247.0
98,2018-02-16,Early Man,50000000.0,8267544.0,45285890.0,LGF,37018346.0
99,2009-11-13,The Boat That Rocked,50000000.0,8017467.0,37472651.0,,29455184.0
100,2004-01-30,The Big Bounce,50000000.0,6471394.0,6626115.0,,154721.0
1,2000-03-03,What Planet Are You From?,50000000.0,6291602.0,6291602.0,,0.0
2,2015-04-17,Child 44,50000000.0,1224330.0,8004221.0,LG/S,6779891.0
3,2009-01-23,Outlander,50000000.0,166003.0,1250617.0,,1084614.0
4,2013-03-15,Upside Down,50000000.0,102118.0,26387039.0,MNE,26284921.0
5,2015-10-02,Shanghai,50000000.0,46425.0,15505922.0,Wein.,15459497.0
6,2020-12-31,Hannibal the Conqueror,50000000.0,0.0,0.0,,0.0
7,2019-11-08,Arctic Dogs,50000000.0,0.0,0.0,,0.0
8,2019-11-22,The Rhythm Section,50000000.0,0.0,0.0,,0.0
9,2019-09-20,Ad Astra,49800000.0,0.0,0.0,,0.0
10,2001-11-02,The One,49000000.0,43905746.0,72689126.0,,28783380.0
11,2015-03-06,Chappie,49000000.0,31569268.0,105002056.0,Sony,73432788.0
12,1990-07-11,The Adventures of Ford Fairlane,49000000.0,20423389.0,20423389.0,,0.0
13,2012-11-16,Anna Karenina,49000000.0,12816367.0,71004627.0,Focus,58188260.0
14,1989-05-24,Indiana Jones and the Last Crusade,48000000.0,197171806.0,474171806.0,,277000000.0
15,2002-10-18,The Ring,48000000.0,129094024.0,248218486.0,,119124462.0
16,2000-12-27,Traffic,48000000.0,124107476.0,208300000.0,,84192524.0
17,2002-03-29,Panic Room,48000000.0,95308367.0,196308367.0,,101000000.0
18,2015-01-09,Taken 3,48000000.0,89256424.0,327656424.0,Fox,238400000.0
19,1999-08-06,The Thomas Crown Affair,48000000.0,69304264.0,124304264.0,,55000000.0
20,2018-11-16,Instant Family,48000000.0,67363237.0,119736188.0,Par.,52372951.0
21,1999-11-05,The Bone Collector,48000000.0,66488090.0,151463090.0,,84975000.0
22,1999-10-01,Three Kings,48000000.0,60652036.0,107752036.0,,47100000.0
23,2010-01-22,Tooth Fairy,48000000.0,60022256.0,112610386.0,Fox,52588130.0
24,2001-08-17,Rat Race,48000000.0,56607223.0,86607223.0,,30000000.0
25,2007-09-07,3:10 to Yuma,48000000.0,53606916.0,71171825.0,,17564909.0
26,2001-08-13,K-PAX,48000000.0,50315140.0,50315140.0,,0.0
27,2001-12-25,Kate and Leopold,48000000.0,47095453.0,70937778.0,,23842325.0
28,2000-10-20,Bedazzled,48000000.0,37879996.0,90376224.0,,52496228.0
29,1998-06-26,Out of Sight,48000000.0,37562568.0,77562568.0,,40000000.0
30,1984-12-14,The Cotton Club,48000000.0,25928721.0,25928721.0,,0.0
31,2008-01-25,Rambo,47500000.0,42754105.0,112214531.0,,69460426.0
32,2016-07-13,The Infiltrator,47500000.0,15436808.0,20718104.0,BG,5281296.0
33,1990-06-15,Dick Tracy,47000000.0,103738726.0,162738726.0,,59000000.0
34,2016-11-11,Arrival,47000000.0,100546139.0,203127894.0,Par.,102581755.0
35,1996-06-14,The Cable Guy,47000000.0,60240295.0,102825796.0,,42585501.0
36,2009-04-22,Earth,47000000.0,32011576.0,116773317.0,,84761741.0
37,2001-10-19,Riding in Cars with Boys,47000000.0,29781453.0,29781453.0,,0.0
38,2007-01-05,Happily N'Ever After,47000000.0,15849032.0,37923818.0,,22074786.0
39,2002-11-27,Solaris,47000000.0,14970038.0,14970038.0,,0.0
40,2010-06-18,Jonah Hex,47000000.0,10547117.0,11022696.0,WB,475579.0
41,1996-02-23,Mary Reilly,47000000.0,5707094.0,12900000.0,,7192906.0
42,2016-12-23,Silence,46500000.0,7100177.0,23726626.0,,16626449.0
43,2013-11-01,Mr. Nobody,46500000.0,3622.0,22254.0,Magn.,18632.0
44,1997-06-20,My Best Friend's Wedding,46000000.0,126813153.0,298923419.0,,172110266.0
45,2001-07-20,America's Sweethearts,46000000.0,93607673.0,160648493.0,,67040820.0
46,1996-11-22,Star Trek: First Contact,46000000.0,92027888.0,150000000.0,,57972112.0
47,2002-05-24,Insomnia,46000000.0,67263182.0,113622499.0,,46359317.0
48,2013-09-20,Prisoners,46000000.0,61002302.0,113402302.0,WB,52400000.0
49,1996-07-12,Courage Under Fire,46000000.0,59003384.0,100833145.0,,41829761.0
50,1982-09-17,Inchon,46000000.0,4408636.0,4408636.0,,0.0
51,2010-12-31,Arthur and the War of Two Worlds,45500000.0,347136.0,36180824.0,,35833688.0
52,1997-03-21,Liar Liar,45000000.0,181410615.0,302710615.0,,121300000.0
53,1998-11-20,A Bug's Life,45000000.0,162798565.0,363095319.0,,200296754.0
54,2012-10-05,Taken 2,45000000.0,139854287.0,377807404.0,Fox,237953117.0
55,1994-05-27,The Flintstones,45000000.0,130531208.0,358500000.0,,227968792.0
56,2003-10-24,Scary Movie 3,45000000.0,110000082.0,155200000.0,,45199918.0
57,2000-12-22,Miss Congeniality,45000000.0,106807667.0,213420951.0,,106613284.0
58,2017-12-22,Pitch Perfect 3,45000000.0,104897530.0,185736412.0,Uni.,80838882.0
59,2008-07-11,Journey to the Center of the Earth,45000000.0,101704370.0,243180937.0,,141476567.0
60,1993-12-17,The Pelican Brief,45000000.0,100768056.0,187995859.0,,87227803.0
61,2004-08-11,The Princess Diaries 2: Royal Engagement,45000000.0,95149435.0,122071435.0,,26922000.0
62,2007-12-25,The Bucket List,45000000.0,93466502.0,174807445.0,,81340943.0
63,1994-07-20,The Client,45000000.0,92115211.0,117615211.0,,25500000.0
64,2011-11-23,The Muppets,45000000.0,88625922.0,160971922.0,BV,72346000.0
65,1992-06-05,Patriot Games,45000000.0,83287363.0,178100000.0,,94812637.0
66,2005-05-13,Monster-in-Law,45000000.0,82931301.0,155931301.0,,73000000.0
67,2001-10-05,Training Day,45000000.0,76261036.0,104505362.0,,28244326.0
68,2016-10-07,The Girl on the Train,45000000.0,75395035.0,174278214.0,Strand,98883179.0
69,1999-12-24,Galaxy Quest,45000000.0,71423726.0,90523726.0,,19100000.0
70,2001-07-04,Scary Movie 2,45000000.0,71277420.0,141189101.0,,69911681.0
71,1998-08-21,Blade,45000000.0,70141876.0,131237688.0,,61095812.0
72,2005-01-14,Coach Carter,45000000.0,67264877.0,76665507.0,,9400630.0
73,2010-03-19,The Bounty Hunter,45000000.0,67061228.0,135808837.0,Sony,68747609.0
74,2002-04-12,Changing Lanes,45000000.0,66790248.0,66790248.0,,0.0
75,1997-04-11,Anaconda,45000000.0,65598907.0,136998907.0,,71400000.0
76,2006-01-20,Underworld: Evolution,45000000.0,62318875.0,113417762.0,,51098887.0
77,2000-08-04,Coyote Ugly,45000000.0,60786269.0,113916474.0,,53130205.0
78,2003-11-07,Love Actually,45000000.0,59472278.0,248505300.0,,189033022.0
79,1996-08-09,Jack,45000000.0,58617334.0,58617334.0,,0.0
80,1994-10-07,The Specialist,45000000.0,57362581.0,57362581.0,,0.0
81,2016-12-09,Office Christmas Party,45000000.0,54767494.0,91323299.0,Par.,36555805.0
82,1996-08-16,Tin Cup,45000000.0,53854588.0,75854588.0,,22000000.0
83,2005-11-23,"Yours, Mine and Ours",45000000.0,53359917.0,72359917.0,,19000000.0
84,2005-05-13,Kicking and Screaming,45000000.0,52842724.0,55842724.0,,3000000.0
85,2005-04-29,The Hitchhiker's Guide to the Galaxy,45000000.0,51019112.0,102746214.0,,51727102.0
86,2007-09-21,Resident Evil: Extinction,45000000.0,50648679.0,149871103.0,,99222424.0
87,2004-12-25,Fat Albert,45000000.0,48114556.0,48563556.0,,449000.0
88,2012-07-06,Savages,45000000.0,47323100.0,82513490.0,,35190390.0
89,1994-09-30,The River Wild,45000000.0,46815000.0,94215000.0,,47400000.0
90,2014-05-23,Blended,45000000.0,46290741.0,127990741.0,WB,81700000.0
91,2017-06-16,All Eyez on Me,45000000.0,44922302.0,54876855.0,LG/S,9954553.0
92,2006-01-13,Last Holiday,45000000.0,38399961.0,43343247.0,,4943286.0
93,2006-03-03,16 Blocks,45000000.0,36895141.0,65595141.0,,28700000.0
94,1995-07-14,The Indian in the Cupboard,45000000.0,35627222.0,35627222.0,,0.0
